id,case_id,timestamp,stage,actor,action,result,details
aud_REC-0031_6,REC-0031,2026-08-26T17:58:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,SUCCESS,Processed STOP_OR_ESCALATE for case REC-0031 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0032_0,REC-0032,2026-08-25T22:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0032 (MANDATE_RETRY) under guardrail policy.
aud_REC-0032_1,REC-0032,2026-08-25T22:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0032 (MANDATE_RETRY) under guardrail policy.
aud_REC-0032_2,REC-0032,2026-08-25T22:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0032 (MANDATE_RETRY) under guardrail policy.
aud_REC-0032_3,REC-0032,2026-08-26T17:53:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0032 (MANDATE_RETRY) under guardrail policy.
aud_REC-0032_4,REC-0032,2026-08-26T17:53:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0032 (MANDATE_RETRY) under guardrail policy.
aud_REC-0032_5,REC-0032,2026-08-26T17:53:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,FAILED,Processed VERIFY for case REC-0032 (MANDATE_RETRY) under guardrail policy.
aud_REC-0032_6,REC-0032,2026-08-26T17:53:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,FAILED,Processed STOP_OR_ESCALATE for case REC-0032 (MANDATE_RETRY) under guardrail policy.
aud_REC-0033_0,REC-0033,2026-08-23T18:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0033 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0033_1,REC-0033,2026-08-23T18:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0033 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0033_2,REC-0033,2026-08-23T18:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0033 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0033_3,REC-0033,2026-08-26T16:35:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0033 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0033_4,REC-0033,2026-08-26T16:35:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0033 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0033_5,REC-0033,2026-08-26T16:35:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,FAILED,Processed VERIFY for case REC-0033 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0033_6,REC-0033,2026-08-26T16:35:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,FAILED,Processed STOP_OR_ESCALATE for case REC-0033 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0034_0,REC-0034,2026-08-25T02:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0034 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0034_1,REC-0034,2026-08-25T02:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0034 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0034_2,REC-0034,2026-08-25T02:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0034 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0034_3,REC-0034,2026-08-26T17:00:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0034 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0034_4,REC-0034,2026-08-26T17:00:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0034 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0034_5,REC-0034,2026-08-26T17:00:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,SUCCESS,Processed VERIFY for case REC-0034 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0034_6,REC-0034,2026-08-26T17:00:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,SUCCESS,Processed STOP_OR_ESCALATE for case REC-0034 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0035_0,REC-0035,2026-08-25T21:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0035 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0035_1,REC-0035,2026-08-25T21:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0035 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0035_2,REC-0035,2026-08-25T21:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0035 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0035_3,REC-0035,2026-08-26T17:42:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0035 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0035_4,REC-0035,2026-08-26T17:42:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0035 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0035_5,REC-0035,2026-08-26T17:42:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,FAILED,Processed VERIFY for case REC-0035 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0035_6,REC-0035,2026-08-26T17:42:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,FAILED,Processed STOP_OR_ESCALATE for case REC-0035 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0036_0,REC-0036,2026-08-25T04:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0036 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0036_1,REC-0036,2026-08-25T04:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0036 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0036_2,REC-0036,2026-08-25T04:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0036 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0036_3,REC-0036,2026-08-26T18:08:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0036 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0036_4,REC-0036,2026-08-26T18:08:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0036 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0036_5,REC-0036,2026-08-26T18:08:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,SUCCESS,Processed VERIFY for case REC-0036 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0036_6,REC-0036,2026-08-26T18:08:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,SUCCESS,Processed STOP_OR_ESCALATE for case REC-0036 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0037_0,REC-0037,2026-08-26T08:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0037 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0037_1,REC-0037,2026-08-26T08:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0037 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0037_2,REC-0037,2026-08-26T08:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0037 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0037_3,REC-0037,2026-08-26T16:45:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0037 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0037_4,REC-0037,2026-08-26T16:45:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0037 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0037_5,REC-0037,2026-08-26T16:45:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,ESCALATED,Processed VERIFY for case REC-0037 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0037_6,REC-0037,2026-08-26T16:45:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,ESCALATED,Processed STOP_OR_ESCALATE for case REC-0037 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0038_0,REC-0038,2026-08-26T03:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0038 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0038_1,REC-0038,2026-08-26T03:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0038 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0038_2,REC-0038,2026-08-26T03:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0038 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0038_3,REC-0038,2026-08-26T17:03:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0038 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0038_4,REC-0038,2026-08-26T17:03:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0038 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0038_5,REC-0038,2026-08-26T17:03:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,FAILED,Processed VERIFY for case REC-0038 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0038_6,REC-0038,2026-08-26T17:03:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,FAILED,Processed STOP_OR_ESCALATE for case REC-0038 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0039_0,REC-0039,2026-08-26T10:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0039 (MANDATE_RETRY) under guardrail policy.
aud_REC-0039_1,REC-0039,2026-08-26T10:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0039 (MANDATE_RETRY) under guardrail policy.
aud_REC-0039_2,REC-0039,2026-08-26T10:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0039 (MANDATE_RETRY) under guardrail policy.
aud_REC-0039_3,REC-0039,2026-08-26T17:51:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0039 (MANDATE_RETRY) under guardrail policy.
aud_REC-0039_4,REC-0039,2026-08-26T17:51:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0039 (MANDATE_RETRY) under guardrail policy.
aud_REC-0039_5,REC-0039,2026-08-26T17:51:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,ESCALATED,Processed VERIFY for case REC-0039 (MANDATE_RETRY) under guardrail policy.
aud_REC-0039_6,REC-0039,2026-08-26T17:51:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,ESCALATED,Processed STOP_OR_ESCALATE for case REC-0039 (MANDATE_RETRY) under guardrail policy.
aud_REC-0040_0,REC-0040,2026-08-25T05:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0040 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0040_1,REC-0040,2026-08-25T05:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0040 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0040_2,REC-0040,2026-08-25T05:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0040 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0040_3,REC-0040,2026-08-26T17:16:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0040 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0040_4,REC-0040,2026-08-26T17:16:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0040 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0040_5,REC-0040,2026-08-26T17:16:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,ESCALATED,Processed VERIFY for case REC-0040 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0040_6,REC-0040,2026-08-26T17:16:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,ESCALATED,Processed STOP_OR_ESCALATE for case REC-0040 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0041_0,REC-0041,2026-08-24T09:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0041 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0041_1,REC-0041,2026-08-24T09:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0041 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0041_2,REC-0041,2026-08-24T09:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0041 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0041_3,REC-0041,2026-08-26T18:02:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0041 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0041_4,REC-0041,2026-08-26T18:02:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0041 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0041_5,REC-0041,2026-08-26T18:02:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,SUCCESS,Processed VERIFY for case REC-0041 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0041_6,REC-0041,2026-08-26T18:02:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,SUCCESS,Processed STOP_OR_ESCALATE for case REC-0041 (PROMISE_TO_PAY) under guardrail policy.
aud_REC-0042_0,REC-0042,2026-08-25T12:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0042 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0042_1,REC-0042,2026-08-25T12:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0042 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0042_2,REC-0042,2026-08-25T12:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0042 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0042_3,REC-0042,2026-08-26T16:46:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0042 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0042_4,REC-0042,2026-08-26T16:46:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0042 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0042_5,REC-0042,2026-08-26T16:46:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,FAILED,Processed VERIFY for case REC-0042 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0042_6,REC-0042,2026-08-26T16:46:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,FAILED,Processed STOP_OR_ESCALATE for case REC-0042 (PAYMENT_DEGRADATION) under guardrail policy.
aud_REC-0043_0,REC-0043,2026-08-26T12:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0043 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0043_1,REC-0043,2026-08-26T12:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0043 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0043_2,REC-0043,2026-08-26T12:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0043 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0043_3,REC-0043,2026-08-26T16:35:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0043 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0043_4,REC-0043,2026-08-26T16:35:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0043 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0043_5,REC-0043,2026-08-26T16:35:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,ESCALATED,Processed VERIFY for case REC-0043 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0043_6,REC-0043,2026-08-26T16:35:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,ESCALATED,Processed STOP_OR_ESCALATE for case REC-0043 (CHECKOUT_ABANDONMENT) under guardrail policy.
aud_REC-0044_0,REC-0044,2026-08-25T18:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0044 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0044_1,REC-0044,2026-08-25T18:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0044 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0044_2,REC-0044,2026-08-25T18:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0044 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0044_3,REC-0044,2026-08-26T16:58:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0044 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0044_4,REC-0044,2026-08-26T16:58:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0044 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0044_5,REC-0044,2026-08-26T16:58:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,FAILED,Processed VERIFY for case REC-0044 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0044_6,REC-0044,2026-08-26T16:58:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,FAILED,Processed STOP_OR_ESCALATE for case REC-0044 (FAILED_SUBSCRIPTION) under guardrail policy.
aud_REC-0045_0,REC-0045,2026-08-25T00:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0045 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0045_1,REC-0045,2026-08-25T00:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0045 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0045_2,REC-0045,2026-08-25T00:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0045 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0045_3,REC-0045,2026-08-26T16:47:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0045 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0045_4,REC-0045,2026-08-26T16:47:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0045 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0045_5,REC-0045,2026-08-26T16:47:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,FAILED,Processed VERIFY for case REC-0045 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0045_6,REC-0045,2026-08-26T16:47:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,FAILED,Processed STOP_OR_ESCALATE for case REC-0045 (B2B_OVERDUE_RECEIVABLES) under guardrail policy.
aud_REC-0046_0,REC-0046,2026-08-23T19:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0046 (MANDATE_RETRY) under guardrail policy.
aud_REC-0046_1,REC-0046,2026-08-23T19:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0046 (MANDATE_RETRY) under guardrail policy.
aud_REC-0046_2,REC-0046,2026-08-23T19:13:46.851974,DECIDE_PLAYBOOK,RECOVER_AI_ENGINE,DECIDE_PLAYBOOK_PROCESSED,SUCCESS,Processed DECIDE_PLAYBOOK for case REC-0046 (MANDATE_RETRY) under guardrail policy.
aud_REC-0046_3,REC-0046,2026-08-26T18:08:46.851974,CHECK_GUARDRAILS,RECOVER_AI_ENGINE,CHECK_GUARDRAILS_PROCESSED,SUCCESS,Processed CHECK_GUARDRAILS for case REC-0046 (MANDATE_RETRY) under guardrail policy.
aud_REC-0046_4,REC-0046,2026-08-26T18:08:46.851974,EXECUTE_ACTION,RECOVER_AI_ENGINE,EXECUTE_ACTION_PROCESSED,SUCCESS,Processed EXECUTE_ACTION for case REC-0046 (MANDATE_RETRY) under guardrail policy.
aud_REC-0046_5,REC-0046,2026-08-26T18:08:46.851974,VERIFY,RAZORPAY_GATEWAY,VERIFY_PROCESSED,SUCCESS,Processed VERIFY for case REC-0046 (MANDATE_RETRY) under guardrail policy.
aud_REC-0046_6,REC-0046,2026-08-26T18:08:46.851974,STOP_OR_ESCALATE,RECOVER_AI_ENGINE,STOP_OR_ESCALATE_PROCESSED,SUCCESS,Processed STOP_OR_ESCALATE for case REC-0046 (MANDATE_RETRY) under guardrail policy.
aud_REC-0047_0,REC-0047,2026-08-23T20:13:46.851974,DETECT,RAZORPAY_GATEWAY,DETECT_PROCESSED,SUCCESS,Processed DETECT for case REC-0047 (HINGLISH_RECOVERY) under guardrail policy.
aud_REC-0047_1,REC-0047,2026-08-23T20:13:46.851974,DIAGNOSE,RECOVER_AI_ENGINE,DIAGNOSE_PROCESSED,SUCCESS,Processed DIAGNOSE for case REC-0047 (HINGLISH_RECOVERY) under guardrail policy.
